3866862,School,b'Albacore' b'Domesticated Cattle' HIGH SCHOOL,3 b'Lineated woodpecker' STREET
3866864,School,b'Whiting' b'Potoroo' HIGH SCHOOL,39 b'White-necked jacobin' SOUTH AVE
3935519,School,b'Hoki' b'Mapuro' SCH,7 b'Red-crowned woodpecker' SOUTH AVE
3950206,School,b'Blue gourami' b'Western Pipistrelle' CTR,62 b'Crimson-hooded manakin' AVE
3950208,School,b'Blue gourami' b'Rat Noir' ELEMENTARY,53 b'Collared puffbird' AVE
3950210,School,b'Flathead catfish' b'Brahman Bull' ELEM,72 b'Grassland yellow-finch' AVE
3950212,School,b'Flathead catfish' b'Western Pipistrelle' PRIMARY,7 b'Violaceous trogon' SOUTH AVE
3950214,School,b'Flathead catfish' b'Rat Noir' SCH,38 b'Ladder-tailed nightjar' WAY
3950216,School,b'Cat shark' b'Brahman Bull' JUNIOR HIGH,77 b'Yellow warbler' STREET
3950218,School,b'Cat shark' b'Western Pipistrelle' JR MIDDLE,39 b'Fork-tailed woodnymph' ROAD
3950220,School,b'Cat shark' b'Rat Noir' SENIOR HIGH,46 b'Red-eyed vireo' STREET
4033259,School,b'Barbeled dragonfish' b'Scrub Hare' CTR,14 b'Green ibis' NORTH AVE
4033261,School,b'Barbeled dragonfish' b'Male' SCHOOL,15 b'Red-shouldered tanager' NORTH AVE
4059930,School,"b'Atlantic herring' b'Pika Or Cony' CETR, ELEM",1 b'Short-tailed hawk' WAY
4073620,School,b'Slimy sculpin' b'Pale-headed Saki' ELEMENTARY,16 b'Collared puffbird' WAY
4073622,School,b'Inanga' b'Pocket Gopher' SCH,1 b'Red-billed pied-tanager' AVE
4073624,School,"b'Inanga' b'Pale-headed Saki' CETR, ELEM",24 b'Golden-olive woodpecker' SOUTH AVE
4107583,School,b'Panga' b'Oomingmak' ELEMENTARY,25 b'Cayenne jay' AVE
4107585,School,"b'Panga' b'Rabbit' CETR, ELEM",15 b'Red-crowned woodpecker' NORTH AVE
4107587,School,"b'Panga' b'Bongo' CETR, ELEM",22 b'White-necked heron' STREET
4107589,School,b'Icefish' b'Oomingmak' INTERMEDIATE SCHOOL,6 b'Green-tailed jacamar' NORTH AVE
4107591,School,b'Icefish' b'Rabbit' MIDDLE,35 b'Green oropendola' STREET
4107593,School,b'Icefish' b'Bongo' HS,54 b'Great potoo' ROAD
4174717,School,b'Drum' b'Marsh Rabbit' SCH,11 b'Black-necked aracari' NORTH AVE
4174719,School,b'Drum' b'Galapagos Sea Lion' SCHOOL,16 b'Wood stork' AVE
4195405,School,b'Tilapia' b'Beluga Whale' ELEM,2 b'Masked yellowthroat' AVE
4198014,School,"b'Pupfish' b'Mhorr Gazelle' CETR, ELEM",71 b'Black-headed parrot' WAY
4198016,School,"b'Madtom' b'Quolls' CETR, ELEM",27 b'White bellbird' NORTH AVE
4198018,School,b'Madtom' b'Coyote' ELEMENTARY,101 b'Red-and-green macaw' STREET
4198020,School,b'Madtom' b'Japanese Macaque' ELEMENTARY SCHOOL,86 b'Green aracari' NORTH AVE
4198022,School,b'Madtom' b'Mhorr Gazelle' EL SCH,18 b'Lesser elaenia' SOUTH AVE
4198024,School,b'Pollock' b'Quolls' PRIMARY,65 b'Fulvous tree-duck' AVE
4198026,School,b'Pollock' b'Coyote' SCH,102 b'Blue dacnis' AVE
4198028,School,b'Pollock' b'Japanese Macaque' SCH,66 b'Brown-chested martin' SOUTH AVE
4198030,School,b'Pollock' b'Mhorr Gazelle' JR MIDDLE,45 b'Green-tailed jacamar' AVE
4198032,School,b'Mudminnow' b'Quolls' MIDDLE,109 b'Black vulture' STREET
4198034,School,b'Mudminnow' b'Coyote' HIGH SCH,"92 b'Common gallinule, Moorhen' STREET"
4198036,School,b'Mudminnow' b'Japanese Macaque' SCH,63 b'Green heron' WAY
4198038,School,b'Mudminnow' b'Mhorr Gazelle' SCH,87 b'Bicolored conebill' SOUTH AVE
4339388,School,b'Armorhead' b'White-footed Mouse' ELEMENTARY,3 b'Masked duck' STREET
4350838,School,b'Clownfish' b'Ring-tailed Possum' ELEM,9 b'American kestrel' STREET
4354054,School,b'Needlefish' b'Cuis Chico' CTR,4 b'Striped woodcreeper' NORTH AVE
4354056,School,b'Needlefish' b'Bontebok' CTR,15 b'Blue-chinned sapphire' SOUTH AVE
4368847,School,b'Lake chub' b'Sea Otter' SCHOOL,4 b'Little cuckoo' NORTH AVE
4382225,School,b'Thorny catfish' b'Rocky Mountain Sheep' ELEMENTARY,4 b'Purple-throated fruitcrow' WAY
4382227,School,b'Thorny catfish' b'Hanuman Langur' ELEM,3 b'Black-headed antbird' STREET
4382229,School,b'Lagena' b'Plains Rat' ELEM,15 b'Fork-tailed palm-swift' ROAD
4382231,School,b'Lagena' b'Rocky Mountain Sheep' ELEMENTARY SCHOOL,28 b'White-plumed antbird' STREET
4382233,School,b'Lagena' b'Hanuman Langur' ELEMENTARY,23 b'Ringed woodpecker' ROAD
4443151,School,"b'Yellowfin croaker' b'Pack Rat' CETR, ELEM",17 b'White-plumed antbird' NORTH AVE
4443153,School,"b'Yellowfin croaker' b""Cookson's Wildebeest"" EL SCH",20 b'Crimson-hooded manakin' NORTH AVE
4443155,School,"b'Minnow' b'South American Fur Seal' CETR, ELEM",51 b'Black-tailed trogon' NORTH AVE
4443157,School,"b'Minnow' b'Pack Rat' CETR, ELEM",58 b'Sun parakeet complex' WAY
4443159,School,"b'Minnow' b""Cookson's Wildebeest"" PRIMARY",60 b'Mouse-colored antshrike' SOUTH AVE
4443161,School,"b'Ladyfish' b'South American Fur Seal' CETR, ELEM",50 b'White-winged swallow' AVE
4443163,School,b'Ladyfish' b'Pack Rat' CTR,3 b'Blue-chinned sapphire' WAY
4443165,School,"b'Ladyfish' b""Cookson's Wildebeest"" ELEMENTARY SCHOOL",71 b'Little cuckoo' ROAD
4537843,School,b'Ayu' b'Wildebeest' SCH,6 b'Fork-tailed woodnymph' NORTH AVE
4546636,School,b'Flashlight fish' b'Guanaco' ELEM,6 b'Green ibis' SOUTH AVE
4553100,School,b'Ribbon sawtail fish' b'Indri' CTR,1 b'Greater ani' STREET
4561529,School,"b'Chubsucker' b""Grevy's Zebra"" SCH",5 b'Sapphire-rumped parrotlet' STREET
